Substance,Air Total (kg),Air Fugitive (kg),Air Point (kg),Land (kg),Water (kg),Total (kg)
Carbon monoxide,6320.0,220.0,6100.0,,,6320.0
Cumene (1-methylethylbenzene),4.7,4.7,,,,4.7
Oxides of Nitrogen,14130.0,130.0,14000.0,,,14130.0
Particulate Matter 10.0 um,818.0,28.0,790.0,,,818.0
Particulate Matter 2.5 um,796.0,26.0,770.0,,,796.0
Polycyclic aromatic hydrocarbons (B[a]Peq),0.002582,0.0025,8.2E-5,,,0.002582
Sulfur dioxide,8.7,1.6,7.1,,,8.7
Total Volatile Organic Compounds,1080.0,240.0,840.0,,,1080.0
Xylenes (individual or mixed isomers),4.4,2.9,1.5,,,4.4
