Substance,Air Total (kg),Air Fugitive (kg),Air Point (kg),Land (kg),Water (kg),Total (kg)
Arsenic & compounds,1.943862,0.0,1.943861603736877,0.02066955156624317,0.0,1.9645315515662432
Benzene,3725.073486328125,52.12396240234375,3672.94970703125,0.01116155833005905,0.0,3725.084647886455
Beryllium & compounds,0.4485493004322052,0.0,0.4485493004322052,0.0,0.0,0.4485493004322052
Cadmium & compounds,8.683218955993652,0.0,8.683218955993652,0.02066955156624317,0.0,8.703888507559896
Carbon monoxide,808417.625,0.0,808417.625,0.0,0.0,808417.625
Chromium (VI) compounds,0.4360375702381134,0.0,0.4360375702381134,0.02066955156624317,0.0,0.4567071218043566
Copper & compounds,8.929473876953125,0.0,8.929473876953125,0.02066955156624317,0.0,8.950143428519368
Ethylbenzene,158.07177734375,3.160071849822998,154.9117126464844,0.06407561153173447,0.0,158.13585295528173
"Ethylene glycol (1,2-ethanediol)",0.0,0.0,0.0,0.0,0.0,0.0
n-Hexane,33469.16796875,357.8592224121094,33111.30859375,0.1285646110773087,0.0,33469.29653336108
Hydrogen sulfide,124413.8828125,0.0,124413.8828125,0.0,0.0,124413.8828125
Lead & compounds,3.168045520782471,0.0,3.168045520782471,0.02066955156624317,0.0,3.1887150723487143
Manganese & compounds,0.0,0.0,0.0,0.02066955156624317,0.0,0.02066955156624317
Mercury & compounds,2.117688179016113,0.0,2.117688179016113,0.001033477950841188,0.0,2.118721656966954
Methanol,42643.58984375,0.0,42643.58984375,0.0,0.0,42643.58984375
Nickel & compounds,16.0631275177002,0.0,16.0631275177002,0.02066955156624317,0.0,16.083797069266442
Oxides of Nitrogen,2104718.5,0.0,2104718.5,0.0,0.0,2104718.5
Particulate Matter 10.0 um,98833.21875,0.0,98833.21875,0.0,0.0,98833.21875
Phenol,7.516910552978516,0.0,7.516910552978516,0.002066954970359802,0.0,7.518977507948875
Polycyclic aromatic hydrocarbons (B[a]Peq),43.4439697265625,0.0,43.4439697265625,0.0,0.0,43.4439697265625
Sulfur dioxide,5443.4833984375,0.0,5443.4833984375,3.13614000333473E-4,0.0,5443.4837120515
Toluene (methylbenzene),2006.713623046875,26.40457534790039,1980.308959960938,0.05146718397736549,0.0,2006.7650902308524
Total Volatile Organic Compounds,1240951.875,38019.19921875,1202932.625,0.1907799690961838,0.0,1240952.065779969
Xylenes (individual or mixed isomers),603.5819702148438,14.4015703201294,589.180419921875,0.06407561153173447,0.0,603.6460458263755
Zinc and compounds,0.0,0.0,0.0,0.02066955156624317,0.0,0.02066955156624317
