Substance,Air Total (kg),Air Fugitive (kg),Air Point (kg),Land (kg),Water (kg),Total (kg)
Benzene,125000.0,,,0.0,0.5,125000.5
Cadmium & compounds,0.0,,,0.0,0.0,0.0
Carbon monoxide,163333.0,,,0.0,0.0,163333.0
Lead & compounds,0.0,,,0.0,0.0,0.0
Mercury & compounds,0.0,,,0.0,0.0,0.0
Oxides of Nitrogen,1250000.0,,,0.0,0.0,1250000.0
Particulate Matter 10.0 um,25000.0,,,0.0,0.0,25000.0
Sulfur dioxide,16667.0,,,0.0,0.0,16667.0
Sulfuric acid,0.0,,,0.0,0.0,0.0
Toluene (methylbenzene),216667.0,,,0.0,0.2,216667.2
Xylenes (individual or mixed isomers),116667.0,,,0.0,0.2,116667.2
